,R,G,B
77501,45,45,45
77502,46,46,46
77503,45,45,45
77504,51,51,51
77505,50,50,50
77506,41,41,41
77507,47,47,47
77508,57,57,57
77509,53,53,53
77510,46,46,46
77511,42,42,42
77512,43,43,43
77513,53,53,53
77514,57,57,57
77515,50,50,50
77516,38,38,38
77517,30,30,30
77518,54,54,54
77519,57,57,57
77520,55,55,55
77521,47,47,47
77522,40,40,40
77523,42,42,42
77524,47,47,47
77525,50,50,50
77526,45,45,45
77527,51,51,51
77528,54,54,54
77529,49,49,49
77530,45,45,45
77531,48,48,48
77532,50,50,50
77533,51,51,51
77534,46,46,46
77535,53,53,53
77536,55,55,55
77537,49,49,49
77538,46,46,46
77539,47,47,47
77540,49,49,49
77541,49,49,49
77542,48,48,48
77543,53,53,53
77544,52,52,52
77545,51,51,51
77546,54,54,54
77547,57,57,57
77548,56,56,56
77549,57,57,57
77550,55,55,55
77551,61,61,61
77552,56,56,56
77553,54,54,54
77554,61,61,61
77555,58,58,58
77556,53,53,53
77557,60,60,60
77558,59,59,59
77559,59,59,59
77560,59,59,59
77561,59,59,59
77562,59,59,59
77563,59,59,59
77564,59,59,59
77565,59,59,59
77566,63,63,63
77567,61,61,61
77568,59,59,59
77569,57,57,57
77570,56,56,56
77571,57,57,57
77572,58,58,58
77573,59,59,59
77574,55,55,55
77575,55,55,55
77576,56,56,56
77577,57,57,57
77578,57,57,57
77579,58,58,58
77580,59,59,59
77581,59,59,59
77582,59,59,59
77583,59,59,59
77584,59,59,59
77585,59,59,59
77586,59,59,59
77587,59,59,59
77588,59,59,59
77589,59,59,59
77590,63,63,63
77591,60,60,60
77592,58,58,58
77593,58,58,58
77594,59,59,59
77595,59,59,59
77596,57,57,57
77597,54,54,54
77598,56,56,56
77599,56,56,56
77600,56,56,56
77601,58,58,58
77602,61,61,61
77603,63,63,63
77604,63,63,63
77605,62,62,62
77606,58,58,58
77607,58,58,58
77608,59,59,59
77609,59,59,59
77610,60,60,60
77611,61,61,61
77612,61,61,61
77613,62,62,62
77614,60,60,60
77615,61,61,61
77616,61,61,61
77617,62,62,62
77618,62,62,62
77619,63,63,63
77620,63,63,63
77621,64,64,64
77622,62,62,62
77623,62,62,62
77624,62,62,62
77625,62,62,62
77626,62,62,62
77627,61,61,61
77628,61,61,61
77629,61,61,61
77630,64,64,64
77631,63,63,63
77632,62,62,62
77633,62,62,62
77634,61,61,61
77635,60,60,60
77636,59,59,59
77637,59,59,59
77638,58,58,58
77639,57,57,57
77640,57,57,57
77641,56,56,56
77642,56,56,56
77643,55,55,55
77644,55,55,55
77645,55,55,55
77646,54,54,54
77647,54,54,54
77648,53,53,53
77649,53,53,53
77650,52,52,52
77651,52,52,52
77652,52,52,52
77653,51,51,51
77654,52,52,52
77655,52,52,52
77656,52,52,52
77657,52,52,52
77658,52,52,52
77659,52,52,52
77660,52,52,52
77661,52,52,52
77662,53,53,53
77663,53,53,53
77664,53,53,53
77665,53,53,53
77666,53,53,53
77667,53,53,53
77668,53,53,53
77669,53,53,53
77670,51,51,51
77671,51,51,51
77672,51,51,51
77673,50,50,50
77674,50,50,50
77675,49,49,49
77676,49,49,49
77677,48,48,48
77678,49,49,49
77679,48,48,48
77680,47,47,47
77681,46,46,46
77682,47,47,47
77683,47,47,47
77684,46,46,46
77685,44,44,44
77686,44,44,44
77687,44,44,44
77688,44,44,44
77689,43,43,43
77690,42,42,42
77691,42,42,42
77692,41,41,41
77693,41,41,41
77694,41,41,41
77695,41,41,41
77696,41,41,41
77697,41,41,41
77698,41,41,41
77699,41,41,41
77700,41,41,41
77701,41,41,41
77702,41,41,41
77703,41,41,41
77704,41,41,41
77705,41,41,41
77706,41,41,41
77707,41,41,41
77708,41,41,41
77709,41,41,41
77710,40,40,40
77711,40,40,40
77712,40,40,40
77713,40,40,40
77714,40,40,40
77715,40,40,40
77716,40,40,40
77717,40,40,40
77718,41,41,41
77719,41,41,41
77720,41,41,41
77721,40,40,40
77722,39,39,39
77723,39,39,39
77724,38,38,38
77725,38,38,38
77726,40,40,40
77727,40,40,40
77728,40,40,40
77729,40,40,40
77730,40,40,40
77731,40,40,40
77732,40,40,40
77733,40,40,40
77734,40,40,40
77735,40,40,40
77736,36,36,36
77737,36,36,36
77738,35,35,35
77739,34,34,34
77740,34,34,34
77741,33,33,33
77742,33,33,33
77743,33,33,33
77744,36,36,36
77745,36,36,36
77746,36,36,36
77747,36,36,36
77748,36,36,36
77749,36,36,36
77750,36,36,36
77751,36,36,36
77752,35,35,35
77753,35,35,35
77754,35,35,35
77755,35,35,35
77756,35,35,35
77757,35,35,35
77758,35,35,35
77759,35,35,35
77760,31,31,31
77761,35,35,35
77762,38,38,38
77763,37,37,37
77764,31,31,31
77765,31,31,31
77766,34,34,34
77767,37,37,37
77768,28,28,28
77769,31,31,31
77770,33,33,33
77771,32,32,32
77772,30,30,30
77773,30,30,30
77774,32,32,32
77775,34,34,34
77776,28,28,28
77777,29,29,29
77778,30,30,30
77779,29,29,29
77780,28,28,28
77781,27,27,27
77782,28,28,28
77783,30,30,30
77784,27,27,27
77785,25,25,25
77786,30,30,30
77787,28,28,28
77788,29,29,29
77789,31,31,31
77790,25,25,25
77791,26,26,26
77792,29,29,29
77793,28,28,28
77794,27,27,27
77795,26,26,26
77796,26,26,26
77797,27,27,27
77798,28,28,28
77799,29,29,29
77800,26,26,26
77801,25,25,25
77802,25,25,25
77803,27,27,27
77804,28,28,28
77805,28,28,28
77806,26,26,26
77807,24,24,24
77808,23,23,23
77809,29,29,29
77810,27,27,27
77811,28,28,28
77812,26,26,26
77813,22,22,22
77814,30,30,30
77815,34,34,34
77816,28,28,28
77817,24,24,24
77818,22,22,22
77819,24,24,24
77820,27,27,27
77821,26,26,26
77822,26,26,26
77823,29,29,29
77824,24,24,24
77825,22,22,22
77826,28,28,28
77827,28,28,28
77828,23,23,23
77829,29,29,29
77830,32,32,32
77831,22,22,22
77832,31,31,31
77833,23,23,23
77834,23,23,23
77835,30,30,30
77836,30,30,30
77837,26,26,26
77838,24,24,24
77839,22,22,22
77840,29,29,29
77841,32,32,32
77842,22,22,22
77843,22,22,22
77844,27,27,27
77845,27,27,27
77846,32,32,32
77847,32,32,32
77848,22,22,22
77849,28,28,28
77850,35,35,35
77851,32,32,32
77852,23,23,23
77853,24,24,24
77854,31,31,31
77855,34,34,34
77856,28,28,28
77857,27,27,27
77858,31,31,31
77859,36,36,36
77860,30,30,30
77861,24,24,24
77862,29,29,29
77863,38,38,38
77864,30,30,30
77865,30,30,30
77866,33,33,33
77867,33,33,33
77868,26,26,26
77869,30,30,30
77870,36,36,36
77871,28,28,28
77872,25,25,25
77873,33,33,33
77874,31,31,31
77875,23,23,23
77876,28,28,28
77877,34,34,34
77878,30,30,30
77879,27,27,27
77880,31,31,31
77881,30,30,30
77882,33,33,33
77883,30,30,30
77884,24,24,24
77885,35,35,35
77886,39,39,39
77887,23,23,23
77888,21,21,21
77889,26,26,26
77890,31,31,31
77891,30,30,30
77892,26,26,26
77893,28,28,28
77894,30,30,30
77895,27,27,27
77896,28,28,28
77897,33,33,33
77898,28,28,28
77899,29,29,29
77900,30,30,30
77901,28,28,28
77902,32,32,32
77903,28,28,28
77904,26,26,26
77905,35,35,35
77906,32,32,32
77907,28,28,28
77908,32,32,32
77909,34,34,34
77910,31,31,31
77911,27,27,27
77912,32,32,32
77913,33,33,33
77914,32,32,32
77915,31,31,31
77916,30,30,30
77917,34,34,34
77918,38,38,38
77919,34,34,34
77920,29,29,29
77921,29,29,29
77922,36,36,36
77923,35,35,35
77924,26,26,26
77925,28,28,28
77926,34,34,34
77927,31,31,31
77928,28,28,28
77929,31,31,31
77930,33,33,33
77931,33,33,33
77932,36,36,36
77933,39,39,39
77934,41,41,41
77935,40,40,40
77936,40,40,40
77937,38,38,38
77938,38,38,38
77939,40,40,40
77940,40,40,40
77941,42,42,42
77942,43,43,43
77943,40,40,40
77944,40,40,40
77945,40,40,40
77946,41,41,41
77947,42,42,42
77948,42,42,42
77949,43,43,43
77950,44,44,44
77951,44,44,44
77952,38,38,38
77953,43,43,43
77954,46,46,46
77955,45,45,45
77956,50,50,50
77957,58,58,58
77958,55,55,55
77959,43,43,43
77960,43,43,43
77961,51,51,51
77962,51,51,51
77963,44,44,44
77964,47,47,47
77965,59,59,59
77966,62,62,62
77967,55,55,55
77968,41,41,41
77969,41,41,41
77970,44,44,44
77971,48,48,48
77972,48,48,48
77973,46,46,46
77974,47,47,47
77975,52,52,52
77976,51,51,51
77977,44,44,44
77978,50,50,50
77979,52,52,52
77980,42,42,42
77981,41,41,41
77982,49,49,49
77983,50,50,50
77984,56,56,56
77985,50,50,50
77986,43,43,43
77987,41,41,41
77988,48,48,48
77989,53,53,53
77990,47,47,47
77991,36,36,36
77992,35,35,35
77993,40,40,40
77994,49,49,49
77995,54,54,54
77996,51,51,51
77997,46,46,46
77998,48,48,48
77999,55,55,55
78000,41,41,41
78001,48,48,48
78002,51,51,51
78003,47,47,47
78004,45,45,45
78005,48,48,48
78006,52,52,52
78007,52,52,52
78008,49,49,49
78009,46,46,46
78010,48,48,48
78011,53,53,53
78012,52,52,52
78013,50,50,50
78014,53,53,53
78015,57,57,57
78016,53,53,53
78017,56,56,56
78018,55,55,55
78019,55,55,55
78020,59,59,59
78021,60,60,60
78022,59,59,59
78023,61,61,61
78024,55,55,55
78025,61,61,61
78026,57,57,57
78027,56,56,56
78028,64,64,64
78029,62,62,62
78030,59,59,59
78031,65,65,65
78032,63,63,63
78033,63,63,63
78034,63,63,63
78035,63,63,63
78036,63,63,63
78037,63,63,63
78038,63,63,63
78039,63,63,63
78040,64,64,64
78041,62,62,62
78042,61,61,61
78043,59,59,59
78044,58,58,58
78045,58,58,58
78046,59,59,59
78047,60,60,60
78048,62,62,62
78049,61,61,61
78050,61,61,61
78051,60,60,60
78052,59,59,59
78053,58,58,58
78054,58,58,58
78055,58,58,58
78056,60,60,60
78057,60,60,60
78058,60,60,60
78059,60,60,60
78060,60,60,60
78061,60,60,60
78062,60,60,60
78063,60,60,60
78064,64,64,64
78065,61,61,61
78066,59,59,59
78067,60,60,60
78068,61,61,61
78069,62,62,62
78070,59,59,59
78071,57,57,57
78072,61,61,61
78073,60,60,60
78074,59,59,59
78075,59,59,59
78076,61,61,61
78077,61,61,61
78078,60,60,60
78079,59,59,59
78080,59,59,59
78081,60,60,60
78082,60,60,60
78083,61,61,61
78084,62,62,62
78085,63,63,63
78086,63,63,63
78087,64,64,64
78088,60,60,60
78089,61,61,61
78090,61,61,61
78091,62,62,62
78092,62,62,62
78093,63,63,63
78094,63,63,63
78095,64,64,64
78096,62,62,62
78097,62,62,62
78098,62,62,62
78099,62,62,62
78100,62,62,62
78101,63,63,63
78102,63,63,63
78103,63,63,63
78104,68,68,68
78105,67,67,67
78106,66,66,66
78107,64,64,64
78108,62,62,62
78109,60,60,60
78110,59,59,59
78111,58,58,58
78112,59,59,59
78113,59,59,59
78114,58,58,58
78115,58,58,58
78116,57,57,57
78117,56,56,56
78118,56,56,56
78119,56,56,56
78120,55,55,55
78121,54,54,54
78122,54,54,54
78123,53,53,53
78124,52,52,52
78125,51,51,51
78126,51,51,51
78127,51,51,51
78128,51,51,51
78129,51,51,51
78130,51,51,51
78131,51,51,51
78132,51,51,51
78133,51,51,51
78134,51,51,51
78135,51,51,51
78136,52,52,52
78137,52,52,52
78138,52,52,52
78139,52,52,52
78140,52,52,52
78141,52,52,52
78142,52,52,52
78143,52,52,52
78144,51,51,51
78145,51,51,51
78146,50,50,50
78147,50,50,50
78148,49,49,49
78149,48,48,48
78150,48,48,48
78151,48,48,48
78152,49,49,49
78153,48,48,48
78154,47,47,47
78155,46,46,46
78156,47,47,47
78157,47,47,47
78158,46,46,46
78159,44,44,44
78160,44,44,44
78161,44,44,44
78162,44,44,44
78163,43,43,43
78164,42,42,42
78165,42,42,42
78166,41,41,41
78167,41,41,41
78168,42,42,42
78169,42,42,42
78170,42,42,42
78171,42,42,42
78172,42,42,42
78173,42,42,42
78174,42,42,42
78175,42,42,42
78176,42,42,42
78177,42,42,42
78178,42,42,42
78179,42,42,42
78180,42,42,42
78181,42,42,42
78182,42,42,42
78183,42,42,42
78184,41,41,41
78185,41,41,41
78186,41,41,41
78187,41,41,41
78188,41,41,41
78189,41,41,41
78190,41,41,41
78191,41,41,41
78192,42,42,42
78193,42,42,42
78194,41,41,41
78195,41,41,41
78196,40,40,40
78197,39,39,39
78198,39,39,39
78199,39,39,39
78200,40,40,40
78201,40,40,40
78202,40,40,40
78203,40,40,40
78204,40,40,40
78205,40,40,40
78206,40,40,40
78207,40,40,40
78208,42,42,42
78209,42,42,42
78210,37,37,37
78211,37,37,37
78212,36,36,36
78213,36,36,36
78214,35,35,35
78215,35,35,35
78216,34,34,34
78217,34,34,34
78218,35,35,35
78219,35,35,35
78220,35,35,35
78221,35,35,35
78222,35,35,35
78223,35,35,35
78224,35,35,35
78225,35,35,35
78226,35,35,35
78227,35,35,35
78228,35,35,35
78229,35,35,35
78230,35,35,35
78231,35,35,35
78232,35,35,35
78233,35,35,35
78234,31,31,31
78235,33,33,33
78236,38,38,38
78237,36,36,36
78238,29,29,29
78239,31,31,31
78240,35,35,35
78241,35,35,35
78242,28,28,28
78243,29,29,29
78244,30,30,30
78245,30,30,30
78246,30,30,30
78247,30,30,30
78248,31,31,31
78249,32,32,32
78250,27,27,27
78251,28,28,28
78252,29,29,29
78253,29,29,29
78254,27,27,27
78255,27,27,27
78256,28,28,28
78257,29,29,29
78258,29,29,29
78259,25,25,25
78260,29,29,29
78261,27,27,27
78262,28,28,28
78263,31,31,31
78264,25,25,25
78265,27,27,27
78266,28,28,28
78267,27,27,27
78268,26,26,26
78269,25,25,25
78270,25,25,25
78271,26,26,26
78272,27,27,27
78273,28,28,28
78274,27,27,27
78275,26,26,26
78276,25,25,25
78277,26,26,26
78278,27,27,27
78279,28,28,28
78280,26,26,26
78281,25,25,25
78282,23,23,23
78283,30,30,30
78284,26,26,26
78285,28,28,28
78286,27,27,27
78287,20,20,20
78288,27,27,27
78289,33,33,33
78290,27,27,27
78291,25,25,25
78292,21,21,21
78293,23,23,23
78294,27,27,27
78295,26,26,26
78296,25,25,25
78297,29,29,29
78298,25,25,25
78299,19,19,19
78300,26,26,26
78301,29,29,29
78302,23,23,23
78303,28,28,28
78304,32,32,32
78305,21,21,21
78306,31,31,31
78307,23,23,23
78308,24,24,24
78309,30,30,30
78310,30,30,30
78311,26,26,26
78312,24,24,24
78313,23,23,23
78314,28,28,28
78315,32,32,32
78316,23,23,23
78317,22,22,22
78318,27,27,27
78319,27,27,27
78320,32,32,32
78321,31,31,31
78322,22,22,22
78323,27,27,27
78324,34,34,34
78325,32,32,32
78326,24,24,24
78327,23,23,23
78328,30,30,30
78329,33,33,33
78330,31,31,31
78331,24,24,24
78332,29,29,29
78333,38,38,38
78334,32,32,32
78335,23,23,23
78336,28,28,28
78337,38,38,38
78338,32,32,32
78339,30,30,30
78340,31,31,31
78341,35,35,35
78342,29,29,29
78343,28,28,28
78344,36,36,36
78345,30,30,30
78346,26,26,26
78347,34,34,34
78348,33,33,33
78349,23,23,23
78350,29,29,29
78351,33,33,33
78352,26,26,26
78353,28,28,28
78354,34,34,34
78355,24,24,24
78356,34,34,34
78357,36,36,36
78358,21,21,21
78359,31,31,31
78360,43,43,43
78361,27,27,27
78362,19,19,19
78363,24,24,24
78364,29,29,29
78365,31,31,31
78366,30,30,30
78367,29,29,29
78368,29,29,29
78369,31,31,31
78370,28,28,28
78371,34,34,34
78372,29,29,29
78373,31,31,31
78374,34,34,34
78375,30,30,30
78376,31,31,31
78377,30,30,30
78378,26,26,26
78379,38,38,38
78380,31,31,31
78381,26,26,26
78382,32,32,32
78383,34,34,34
78384,30,30,30
78385,25,25,25
78386,29,29,29
78387,35,35,35
78388,32,32,32
78389,31,31,31
78390,30,30,30
78391,30,30,30
78392,36,36,36
78393,35,35,35
78394,31,31,31
78395,29,29,29
78396,34,34,34
78397,35,35,35
78398,27,27,27
78399,29,29,29
78400,34,34,34
78401,31,31,31
78402,33,33,33
78403,34,34,34
78404,35,35,35
78405,35,35,35
78406,37,37,37
78407,38,38,38
78408,39,39,39
78409,39,39,39
78410,38,38,38
78411,37,37,37
78412,36,36,36
78413,37,37,37
78414,39,39,39
78415,40,40,40
78416,40,40,40
78417,39,39,39
78418,42,42,42
78419,42,42,42
78420,42,42,42
78421,44,44,44
78422,47,47,47
78423,48,48,48
78424,47,47,47
78425,45,45,45
78426,41,41,41
78427,46,46,46
78428,49,49,49
78429,45,45,45
78430,46,46,46
78431,56,56,56
78432,56,56,56
78433,43,43,43
78434,39,39,39
78435,49,49,49
78436,50,50,50
78437,42,42,42
78438,43,43,43
78439,55,55,55
78440,60,60,60
78441,55,55,55
78442,48,48,48
78443,43,43,43
78444,42,42,42
78445,47,47,47
78446,49,49,49
78447,48,48,48
78448,51,51,51
78449,56,56,56
78450,60,60,60
78451,48,48,48
78452,45,45,45
78453,50,50,50
78454,47,47,47
78455,43,43,43
78456,41,41,41
78457,40,40,40
78458,52,52,52
78459,54,54,54
78460,49,49,49
78461,40,40,40
78462,42,42,42
78463,52,52,52
78464,56,56,56
78465,52,52,52
78466,39,39,39
78467,35,35,35
78468,38,38,38
78469,46,46,46
78470,50,50,50
78471,48,48,48
78472,49,49,49
78473,55,55,55
78474,48,48,48
78475,49,49,49
78476,47,47,47
78477,42,42,42
78478,40,40,40
78479,44,44,44
78480,50,50,50
78481,53,53,53
78482,58,58,58
78483,48,48,48
78484,50,50,50
78485,58,58,58
78486,57,57,57
78487,52,52,52
78488,53,53,53
78489,57,57,57
78490,57,57,57
78491,57,57,57
78492,56,56,56
78493,59,59,59
78494,63,63,63
78495,61,61,61
78496,60,60,60
78497,65,65,65
78498,60,60,60
78499,63,63,63
78500,63,63,63
78501,63,63,63
78502,67,67,67
78503,68,68,68
78504,67,67,67
78505,70,70,70
78506,69,69,69
78507,69,69,69
78508,69,69,69
78509,69,69,69
78510,69,69,69
78511,69,69,69
78512,69,69,69
78513,69,69,69
78514,62,62,62
78515,62,62,62
78516,62,62,62
78517,62,62,62
78518,62,62,62
78519,61,61,61
78520,61,61,61
78521,60,60,60
78522,67,67,67
78523,66,66,66
78524,65,65,65
78525,64,64,64
78526,62,62,62
78527,61,61,61
78528,60,60,60
78529,59,59,59
78530,63,63,63
78531,63,63,63
78532,63,63,63
78533,63,63,63
78534,63,63,63
78535,63,63,63
78536,63,63,63
78537,63,63,63
78538,60,60,60
78539,60,60,60
78540,60,60,60
78541,62,62,62
78542,64,64,64
78543,66,66,66
78544,66,66,66
78545,66,66,66
78546,66,66,66
78547,64,64,64
78548,62,62,62
78549,62,62,62
78550,62,62,62
78551,61,61,61
78552,60,60,60
78553,58,58,58
78554,61,61,61
78555,61,61,61
78556,62,62,62
78557,62,62,62
78558,62,62,62
78559,63,63,63
78560,63,63,63
78561,63,63,63
78562,60,60,60
78563,61,61,61
78564,61,61,61
78565,62,62,62
78566,62,62,62
78567,63,63,63
78568,63,63,63
78569,64,64,64
78570,62,62,62
78571,62,62,62
78572,62,62,62
78573,63,63,63
78574,63,63,63
78575,64,64,64
78576,64,64,64
78577,64,64,64
78578,68,68,68
78579,68,68,68
78580,67,67,67
78581,65,65,65
78582,64,64,64
78583,62,62,62
78584,61,61,61
78585,61,61,61
78586,61,61,61
78587,60,60,60
78588,60,60,60
78589,59,59,59
78590,59,59,59
78591,58,58,58
78592,58,58,58
78593,58,58,58
78594,56,56,56
78595,56,56,56
78596,55,55,55
78597,54,54,54
78598,53,53,53
78599,52,52,52
78600,51,51,51
78601,51,51,51
78602,50,50,50
78603,50,50,50
78604,50,50,50
78605,50,50,50
78606,50,50,50
78607,50,50,50
78608,50,50,50
78609,50,50,50
78610,51,51,51
78611,51,51,51
78612,51,51,51
78613,51,51,51
78614,51,51,51
78615,51,51,51
78616,51,51,51
78617,51,51,51
78618,50,50,50
78619,50,50,50
78620,50,50,50
78621,49,49,49
78622,48,48,48
78623,48,48,48
78624,47,47,47
78625,47,47,47
78626,49,49,49
78627,48,48,48
78628,47,47,47
78629,46,46,46
78630,47,47,47
78631,47,47,47
78632,46,46,46
78633,44,44,44
78634,44,44,44
78635,44,44,44
78636,44,44,44
78637,43,43,43
78638,42,42,42
78639,42,42,42
78640,41,41,41
78641,41,41,41
78642,42,42,42
78643,42,42,42
78644,42,42,42
78645,42,42,42
78646,42,42,42
78647,42,42,42
78648,42,42,42
78649,42,42,42
78650,43,43,43
78651,43,43,43
78652,43,43,43
78653,43,43,43
78654,43,43,43
78655,43,43,43
78656,43,43,43
78657,43,43,43
78658,42,42,42
78659,42,42,42
78660,42,42,42
78661,42,42,42
78662,42,42,42
78663,42,42,42
78664,42,42,42
78665,42,42,42
78666,42,42,42
78667,42,42,42
78668,42,42,42
78669,41,41,41
78670,41,41,41
78671,40,40,40
78672,40,40,40
78673,39,39,39
78674,40,40,40
78675,40,40,40
78676,40,40,40
78677,40,40,40
78678,40,40,40
78679,40,40,40
78680,40,40,40
78681,40,40,40
78682,42,42,42
78683,42,42,42
78684,40,40,40
78685,40,40,40
78686,39,39,39
78687,39,39,39
78688,38,38,38
78689,37,37,37
78690,37,37,37
78691,37,37,37
78692,35,35,35
78693,35,35,35
78694,35,35,35
78695,35,35,35
78696,35,35,35
78697,35,35,35
78698,35,35,35
78699,35,35,35
78700,35,35,35
78701,35,35,35
78702,35,35,35
78703,35,35,35
78704,35,35,35
78705,35,35,35
78706,35,35,35
78707,35,35,35
78708,31,31,31
78709,32,32,32
78710,37,37,37
78711,35,35,35
78712,28,28,28
78713,31,31,31
78714,36,36,36
78715,32,32,32
78716,31,31,31
78717,30,30,30
78718,29,29,29
78719,29,29,29
78720,29,29,29
78721,29,29,29
78722,28,28,28
78723,27,27,27
78724,27,27,27
78725,28,28,28
78726,29,29,29
78727,28,28,28
78728,27,27,27
78729,26,26,26
78730,27,27,27
78731,29,29,29
78732,31,31,31
78733,25,25,25
78734,28,28,28
78735,25,25,25
78736,27,27,27
78737,31,31,31
78738,26,26,26
78739,28,28,28
78740,28,28,28
78741,27,27,27
78742,26,26,26
78743,25,25,25
78744,25,25,25
78745,26,26,26
78746,27,27,27
78747,28,28,28
78748,28,28,28
78749,27,27,27
78750,25,25,25
78751,26,26,26
78752,27,27,27
78753,28,28,28
78754,27,27,27
78755,26,26,26
78756,25,25,25
78757,32,32,32
78758,26,26,26
78759,27,27,27
78760,27,27,27
78761,19,19,19
78762,24,24,24
78763,32,32,32
78764,26,26,26
78765,25,25,25
78766,21,21,21
78767,22,22,22
78768,28,28,28
78769,26,26,26
78770,24,24,24
78771,29,29,29
78772,27,27,27
78773,16,16,16
78774,23,23,23
78775,31,31,31
78776,24,24,24
78777,26,26,26
78778,31,31,31
78779,21,21,21
78780,31,31,31
78781,23,23,23
78782,25,25,25
78783,32,32,32
78784,29,29,29
78785,25,25,25
78786,24,24,24
78787,24,24,24
78788,26,26,26
78789,32,32,32
78790,23,23,23
78791,22,22,22
78792,27,27,27
78793,28,28,28
78794,32,32,32
78795,29,29,29
78796,23,23,23
78797,26,26,26
78798,32,32,32
78799,32,32,32
78800,24,24,24
78801,23,23,23
78802,29,29,29
78803,32,32,32
78804,32,32,32
78805,24,24,24
78806,29,29,29
78807,36,36,36
78808,31,31,31
78809,26,26,26
78810,31,31,31
78811,35,35,35
78812,34,34,34
78813,30,30,30
78814,30,30,30
78815,39,39,39
78816,32,32,32
78817,26,26,26
78818,35,35,35
78819,33,33,33
78820,26,26,26
78821,37,37,37
78822,37,37,37
78823,22,22,22
78824,27,27,27
78825,34,34,34
78826,25,25,25
78827,27,27,27
78828,36,36,36
78829,29,29,29
78830,34,34,34
78831,37,37,37
78832,27,27,27
78833,26,26,26
78834,34,34,34
78835,35,35,35
78836,25,25,25
78837,23,23,23
78838,24,24,24
78839,31,31,31
78840,35,35,35
78841,30,30,30
78842,26,26,26
78843,29,29,29
78844,31,31,31
78845,37,37,37
78846,29,29,29
78847,30,30,30
78848,34,34,34
78849,30,30,30
78850,32,32,32
78851,34,34,34
78852,25,25,25
78853,40,40,40
78854,30,30,30
78855,25,25,25
78856,33,33,33
78857,33,33,33
78858,30,30,30
78859,23,23,23
78860,25,25,25
78861,36,36,36
78862,32,32,32
78863,31,31,31
78864,28,28,28
78865,27,27,27
78866,35,35,35
78867,36,36,36
78868,35,35,35
78869,30,30,30
78870,34,34,34
78871,36,36,36
78872,31,31,31
78873,32,32,32
78874,36,36,36
78875,32,32,32
78876,40,40,40
78877,39,39,39
78878,38,38,38
78879,38,38,38
78880,37,37,37
78881,36,36,36
78882,35,35,35
78883,35,35,35
78884,38,38,38
78885,38,38,38
78886,37,37,37
78887,37,37,37
78888,41,41,41
78889,41,41,41
78890,40,40,40
78891,40,40,40
78892,46,46,46
78893,42,42,42
78894,39,39,39
78895,41,41,41
78896,47,47,47
78897,51,51,51
78898,49,49,49
78899,46,46,46
78900,53,53,53
78901,48,48,48
78902,47,47,47
78903,45,45,45
78904,41,41,41
78905,47,47,47
78906,54,54,54
78907,50,50,50
78908,43,43,43
78909,48,48,48
78910,49,49,49
78911,45,45,45
78912,41,41,41
78913,44,44,44
78914,51,51,51
78915,55,55,55
78916,61,61,61
78917,50,50,50
78918,44,44,44
78919,46,46,46
78920,45,45,45
78921,39,39,39
78922,35,35,35
78923,37,37,37
78924,49,49,49
78925,47,47,47
78926,42,42,42
78927,45,45,45
78928,53,53,53
78929,52,52,52
78930,46,46,46
78931,45,45,45
78932,41,41,41
78933,50,50,50
78934,53,53,53
78935,47,47,47
78936,42,42,42
78937,46,46,46
78938,52,52,52
78939,55,55,55
78940,54,54,54
78941,49,49,49
78942,45,45,45
78943,44,44,44
78944,45,45,45
78945,46,46,46
78946,48,48,48
